Identifiant;Type Objet;Modèle;N° Voie Pair;N° Voie Impair;Voie;Commune;Disponibilité;Début Indisponibilité;Fin Indisponibilité;Motif Indisponibilité;geo_shape;geo_point_2d
450072615;FONTAINE_BOIS;GHM Bois;;;PARC DE BELLEVILLE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.384042934704221, 48.870753549105416], ""type"": ""Point""}";48.870753549105416, 2.384042934704221
450072506;FONTAINE_BOIS;GHM Bois;22;;RUE RAYMOND QUENEAU;PARIS 18EME ARRONDISSEMENT;NON;2021-09-17T04:00:00+02:00;;INACCESSIBLE;"{""coordinates"": [2.361177094182154, 48.89571012358442], ""type"": ""Point""}";48.89571012358442, 2.361177094182154
450072277;FONTAINE_BOIS;GHM Bois;;;SQUARE DE L ASPIRANT DUNAND;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3262005509954746, 48.83224283663535], ""type"": ""Point""}";48.83224283663535, 2.3262005509954746
450072344;FONTAINE_BOIS;Bayard D1;24;;RUE EDGAR FAURE;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2948950471645277, 48.851953242744365], ""type"": ""Point""}";48.851953242744365, 2.2948950471645277
450072418;FONTAINE_BOIS;GHM Bois;;;AVENUE DU RANELAGH;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.268388076857152, 48.8581295359071], ""type"": ""Point""}";48.8581295359071, 2.268388076857152
450072271;FONTAINE_BOIS;Particulier;;1;RUE JULIA BARTET;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.303767596274124, 48.82614338754897], ""type"": ""Point""}";48.82614338754897, 2.303767596274124
450071756;FONTAINE_BOIS;Bayard D1;;21;RUE DES BLANCS MANTEAUX;PARIS 4EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3564627518681798, 48.858742290782395], ""type"": ""Point""}";48.858742290782395, 2.3564627518681798
450072495;FONTAINE_BOIS;GHM Bois;34;;RUE DU SIMPLON;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3497196938614113, 48.894124563884326], ""type"": ""Point""}";48.894124563884326, 2.3497196938614113
450070471;FONTAINE_BOIS;Ville de Paris Bois;;;ALLEE DE LONGCHAMP;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2507935253712614, 48.86779400520948], ""type"": ""Point""}";48.86779400520948, 2.2507935253712614
450072321;FONTAINE_BOIS;GHM Bois;;11F;RUE ALEXANDRE CABANEL;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.302513653031837, 48.84793440614603], ""type"": ""Point""}";48.84793440614603, 2.302513653031837
450071870;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.30959329429327, 48.87943430730734], ""type"": ""Point""}";48.87943430730734, 2.30959329429327
450072631;FONTAINE_BOIS;GHM Bois;;13;RUE SORBIER;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.392132914495425, 48.8668910099027], ""type"": ""Point""}";48.8668910099027, 2.392132914495425
450072603;FONTAINE_BOIS;GHM Bois;;;RUE LE VAU;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.411083782073707, 48.86547076741912], ""type"": ""Point""}";48.86547076741912, 2.411083782073707
450077702;FONTAINE_BOIS;;;;RUE SAINT JUST;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3128621735920967, 48.89835616504015], ""type"": ""Point""}";48.89835616504015, 2.3128621735920967
450077713;FONTAINE_BOIS;;;;RUE PARENT DE ROSAN;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.259068001637348, 48.84065654582064], ""type"": ""Point""}";48.84065654582064, 2.259068001637348
450077732;FONTAINE_BOIS;En brique;;;AVENUE DU MAINE;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3234783179375103, 48.837664348578805], ""type"": ""Point""}";48.837664348578805, 2.3234783179375103
450077744;FONTAINE_BOIS;;;23 F;BOULEVARD DE MENILMONTANT;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3985151025404807, 48.860126609788196], ""type"": ""Point""}";48.860126609788196, 2.3985151025404807
450077749;FONTAINE_BOIS;Bayard BF3;;23;BOULEVARD DE MENILMONTANT;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.394655666833803, 48.85883116137981], ""type"": ""Point""}";48.85883116137981, 2.394655666833803
450077433;FONTAINE_BOIS;GHM Bois;;;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.309549026292153, 48.879830132413794], ""type"": ""Point""}";48.879830132413794, 2.309549026292153
450077477;FONTAINE_BOIS;Particulier;;;RUE BERBIER DU METS;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.35009395004927, 48.83332031899056], ""type"": ""Point""}";48.83332031899056, 2.35009395004927
450077486;FONTAINE_BOIS;Bayard D1;;;ALLEE LOUIS ARAGON;PARIS 1ER ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.343608875098683, 48.86291260379905], ""type"": ""Point""}";48.86291260379905, 2.343608875098683
450077502;FONTAINE_BOIS;Bayard D1;;;PROMENADE ERIC TABARLY;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3757505969490538, 48.885997410551234], ""type"": ""Point""}";48.885997410551234, 2.3757505969490538
450077508;FONTAINE_BOIS;Particulier;;;RUE BERNARD TETU;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.376576562520017, 48.89570224023935], ""type"": ""Point""}";48.89570224023935, 2.376576562520017
450080127;FONTAINE_BOIS;Santa Cole Atlantida;;;IMPASSE BONNE NOUVELLE;PARIS 10EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3505730438300727, 48.87115718449072], ""type"": ""Point""}";48.87115718449072, 2.3505730438300727
450080238;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;OUI;;;;"{""coordinates"": [2.41005026587041, 48.90486804509841], ""type"": ""Point""}";48.90486804509841, 2.41005026587041
450080247;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;OUI;;;;"{""coordinates"": [2.4076626420391496, 48.90469049940177], ""type"": ""Point""}";48.90469049940177, 2.4076626420391496
450080248;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;OUI;;;;"{""coordinates"": [2.4087379729405303, 48.90257661178166], ""type"": ""Point""}";48.90257661178166, 2.4087379729405303
450080298;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;OUI;;;;"{""coordinates"": [2.3161643270451235, 48.80968776344836], ""type"": ""Point""}";48.80968776344836, 2.3161643270451235
450080881;FONTAINE_BOIS;Borne Bois;;;PARC FLORAL;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4360114298285325, 48.839527312424465], ""type"": ""Point""}";48.839527312424465, 2.4360114298285325
450080173;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;OUI;;;;"{""coordinates"": [2.377646383562628, 48.76188265862593], ""type"": ""Point""}";48.76188265862593, 2.377646383562628
450080260;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;OUI;;;;"{""coordinates"": [2.417414162908795, 48.90909734513393], ""type"": ""Point""}";48.90909734513393, 2.417414162908795
450080188;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;OUI;;;;"{""coordinates"": [2.371001921283919, 48.76327170508418], ""type"": ""Point""}";48.76327170508418, 2.371001921283919
450080290;FONTAINE_BOIS;;;;CIMETIERE PARISIEN D'IVRY;IVRY-SUR-SEINE;OUI;;;;"{""coordinates"": [2.3725797768616133, 48.809483207098054], ""type"": ""Point""}";48.809483207098054, 2.3725797768616133
450080291;FONTAINE_BOIS;;;;CIMETIERE PARISIEN D'IVRY;IVRY-SUR-SEINE;NON;2024-09-18T04:00:00+02:00;2024-09-27T04:00:00+02:00;APP A REPARER;"{""coordinates"": [2.3682438527621175, 48.81083296929713], ""type"": ""Point""}";48.81083296929713, 2.3682438527621175
450085085;FONTAINE_BOIS;Ville de Paris Bois;;;SQUARE TOLSTOI;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2612740214322558, 48.85286038886818], ""type"": ""Point""}";48.85286038886818, 2.2612740214322558
450085146;FONTAINE_TOTEM;Fontaine Totem sur PEI;2;;PLACE EDOUARD RENARD;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4068529580578644, 48.835162329713334], ""type"": ""Point""}";48.835162329713334, 2.4068529580578644
450085149;FONTAINE_TOTEM;Fontaine Totem sur PEI;;59;BOULEVARD LEFEBVRE;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2925037508188546, 48.831018044256], ""type"": ""Point""}";48.831018044256, 2.2925037508188546
450085156;FONTAINE_TOTEM;Fontaine Totem sur PEI;;21;QUAI BRANLY;PARIS 7EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2990806796923597, 48.86189674463777], ""type"": ""Point""}";48.86189674463777, 2.2990806796923597
450085316;FONTAINE_TOTEM;Fontaine Totem sur PEI;152;;AVENUE PAUL VAILLANT COUTURIER;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3329844221798006, 48.81775202773875], ""type"": ""Point""}";48.81775202773875, 2.3329844221798006
450019276;FONTNE_WALLACE;Caryatides;;13;AVENUE NIEL;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2946707674564526, 48.87984151032058], ""type"": ""Point""}";48.87984151032058, 2.2946707674564526
450019281;FONTNE_WALLACE;Brumisante;8F;;PLACE DE BUDAPEST;PARIS 9EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3271923817869147, 48.87748137559871], ""type"": ""Point""}";48.87748137559871, 2.3271923817869147
450019325;FTNE_MILLENAIRE;Fontaine du Millénaire;;;PLACE DU PARVIS NOTRE DAME;PARIS 4EME ARRONDISSEMENT;NON;2019-05-07T04:00:00+02:00;;APP SUR CHANTIER;"{""coordinates"": [2.3490584443165825, 48.85361704910405], ""type"": ""Point""}";48.85361704910405, 2.3490584443165825
450080155;FTNE_PETILLANTE;Fontaine pétillante;;;BOULEVARD VOLTAIRE;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.374826230726253, 48.86076146615173], ""type"": ""Point""}";48.86076146615173, 2.374826230726253
450080526;BORNE_FONTAINE;GHM Ville de Paris;15;;RUE SORBIER;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.392169705295395, 48.86634440377929], ""type"": ""Point""}";48.86634440377929, 2.392169705295395
450081004;FONTAINE_2EN1;Mât source;;;PLACE BATAILLE DE STALINGRAD;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3702023622541626, 48.88306879975353], ""type"": ""Point""}";48.88306879975353, 2.3702023622541626
450085279;FONTAINE_2EN1;Fontaine Totem 2en1 Atelier;;;BOULEVARD NEY;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.363479586417768, 48.89843024918155], ""type"": ""Point""}";48.89843024918155, 2.363479586417768
450085077;FONTAINE_2EN1;Mât source;124;;RUE DES POISSONNIERS;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.353029010187301, 48.895104203383355], ""type"": ""Point""}";48.895104203383355, 2.353029010187301
450085254;FONTAINE_2EN1;Brumisation basse pression;50;;RUE CESARIA EVORA;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3741705659662533, 48.89736982210882], ""type"": ""Point""}";48.89736982210882, 2.3741705659662533
450085299;FONTAINE_2EN1;Mât source;;1;RUE DES ALOUETTES;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3852448533053923, 48.87688170627877], ""type"": ""Point""}";48.87688170627877, 2.3852448533053923
450085216;FONTAINE_2EN1;Fontaine Totem 2en1 Atelier;;;RUE VALETTE;PARIS 5EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.346304842932665, 48.846655873695404], ""type"": ""Point""}";48.846655873695404, 2.346304842932665
450071115;FONTAINE_ALBIEN;Fontaine à l'albien;;;RUE DE LA MADONE;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.361460200922399, 48.8925064003787], ""type"": ""Point""}";48.8925064003787, 2.361460200922399
450024978;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;AVENUE CHARLES RISLER;PARIS 7EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2994279889634015, 48.85374448109009], ""type"": ""Point""}";48.85374448109009, 2.2994279889634015
450072607;FONTAINE_BOIS;GHM Bois;;5;RUE DE NOISY LE SEC;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4115021657505102, 48.87327553131978], ""type"": ""Point""}";48.87327553131978, 2.4115021657505102
450071602;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;171F;RUE DU TEMPLE;PARIS 3EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.360198079368304, 48.864907086663905], ""type"": ""Point""}";48.864907086663905, 2.360198079368304
450072595;FONTAINE_BOIS;Bayard D1;;;SQUARE EMMANUEL FLEURY;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4111297781734167, 48.87056147658187], ""type"": ""Point""}";48.87056147658187, 2.4111297781734167
450072587;FONTAINE_BOIS;Metalco Fuente;;33;AVENUE DE FLANDRE;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.37054780601061, 48.88638350261451], ""type"": ""Point""}";48.88638350261451, 2.37054780601061
450072446;FONTAINE_BOIS;GHM Bois;;;BOULEVARD DE REIMS;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2981442276999067, 48.8891900912719], ""type"": ""Point""}";48.8891900912719, 2.2981442276999067
450072079;FONTAINE_BOIS;Ville de Paris Bois;;;PARC DE BAGATELLE;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2464157857925504, 48.87032199667131], ""type"": ""Point""}";48.87032199667131, 2.2464157857925504
450071826;FONTAINE_BOIS;GHM Bois;;;SQUARE DE L ABBE ESQUERRE;PARIS 7EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3136055271865916, 48.850243911151054], ""type"": ""Point""}";48.850243911151054, 2.3136055271865916
450072223;FONTAINE_BOIS;GHM Bois;;;PARC DE CHOISY;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.360943329036143, 48.828043026713814], ""type"": ""Point""}";48.828043026713814, 2.360943329036143
450072226;FONTAINE_BOIS;Particulier;42;;RUE DU DESSOUS DES BERGES;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.375094912714973, 48.826158774073676], ""type"": ""Point""}";48.826158774073676, 2.375094912714973
450072227;FONTAINE_BOIS;Particulier;;;JARDIN DES 2 MOULINS;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.358030695183418, 48.830490553643074], ""type"": ""Point""}";48.830490553643074, 2.358030695183418
450072533;FONTAINE_BOIS;Particulier;78F;;RUE D AUBERVILLIERS;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3666624157851275, 48.88899063397801], ""type"": ""Point""}";48.88899063397801, 2.3666624157851275
450072154;FONTAINE_BOIS;GHM Bois;170F;;RUE DE LA ROQUETTE;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3858788455083637, 48.85925236214253], ""type"": ""Point""}";48.85925236214253, 2.3858788455083637
450072156;FONTAINE_BOIS;GHM Bois;;143;RUE DE LA ROQUETTE;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3844501636387507, 48.859165748063276], ""type"": ""Point""}";48.859165748063276, 2.3844501636387507
450072350;FONTAINE_BOIS;Ville de Paris Bois;124;;AVENUE FELIX FAURE;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.280452873278815, 48.83881624080827], ""type"": ""Point""}";48.83881624080827, 2.280452873278815
450072579;FONTAINE_BOIS;GHM Bois;6F;;RUE DE LA MARSEILLAISE;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.397812036646904, 48.887939343897], ""type"": ""Point""}";48.887939343897, 2.397812036646904
450072257;FONTAINE_BOIS;Particulier;;;RUE BOUSSINGAULT;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.343053248326783, 48.82569011180031], ""type"": ""Point""}";48.82569011180031, 2.343053248326783
450072428;FONTAINE_BOIS;GHM Bois;;;AVENUE EDOUARD VAILLANT;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.254330494602101, 48.83746706458626], ""type"": ""Point""}";48.83746706458626, 2.254330494602101
450072455;FONTAINE_BOIS;Particulier;;;RUE DAUTANCOURT;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3258222886754623, 48.89001797620937], ""type"": ""Point""}";48.89001797620937, 2.3258222886754623
450072187;FONTAINE_BOIS;GHM Bois;;;SQUARE JEAN MORIN;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3891503668315397, 48.83872104215366], ""type"": ""Point""}";48.83872104215366, 2.3891503668315397
450072188;FONTAINE_BOIS;GHM Bois;10F;;RUE DU COLONEL ROZANOFF;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.387568639307307, 48.84458940071673], ""type"": ""Point""}";48.84458940071673, 2.387568639307307
450072189;FONTAINE_BOIS;GHM Bois;;1F;RUE ANTOINE VOLLON;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.376773319818045, 48.85026676771179], ""type"": ""Point""}";48.85026676771179, 2.376773319818045
450072417;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;AVENUE DU RANELAGH;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2686755162879617, 48.85854913288077], ""type"": ""Point""}";48.85854913288077, 2.2686755162879617
450071753;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;SQUARE JEAN XXIII;PARIS 4EME ARRONDISSEMENT;NON;2019-05-02T04:00:00+02:00;;FERME DEMANDE TIERS;"{""coordinates"": [2.351600117089725, 48.852750069613805], ""type"": ""Point""}";48.852750069613805, 2.351600117089725
450072491;FONTAINE_BOIS;GHM Bois;;;SQUARE SUZANNE BUISSON;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.337588846940326, 48.888052030364115], ""type"": ""Point""}";48.888052030364115, 2.337588846940326
450072550;FONTAINE_BOIS;GHM Bois;;;RUE DE JESSAINT;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3560574877428855, 48.88517464365291], ""type"": ""Point""}";48.88517464365291, 2.3560574877428855
450071861;FONTAINE_BOIS;GHM Bois;;;JARDIN DES CHAMPS ELYSEES;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3174892007595322, 48.867362360796825], ""type"": ""Point""}";48.867362360796825, 2.3174892007595322
450070456;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE SEINE A LA BUTTE MORTEMART;PARIS 16EME ARRONDISSEMENT;NON;2024-04-08T04:00:00+02:00;;APP SANS EAU;"{""coordinates"": [2.253875055988749, 48.852084745710904], ""type"": ""Point""}";48.852084745710904, 2.253875055988749
450077089;FONTAINE_BOIS;GHM Bois;4;;PLACE JACQUES MARETTE;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.299412301719906, 48.83095220640991], ""type"": ""Point""}";48.83095220640991, 2.299412301719906
450077680;FONTAINE_BOIS;;;;RUE GOUBET;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.38987934845934, 48.885075114206444], ""type"": ""Point""}";48.885075114206444, 2.38987934845934
450077703;FONTAINE_BOIS;;;;AVENUE LATERALE;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.318035214507011, 48.8977665632247], ""type"": ""Point""}";48.8977665632247, 2.318035214507011
450077706;FONTAINE_BOIS;;;;AVENUE DES PLANTATIONS;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.317284788513117, 48.89809764077708], ""type"": ""Point""}";48.89809764077708, 2.317284788513117
450077722;FONTAINE_BOIS;;;;AVENUE TRANSVERSALE;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3242776247645134, 48.83873694606608], ""type"": ""Point""}";48.83873694606608, 2.3242776247645134
450077152;FONTAINE_BOIS;GHM Bois;;53F;RUE D ALLERAY;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3047985910294844, 48.83568554517727], ""type"": ""Point""}";48.83568554517727, 2.3047985910294844
450077162;FONTAINE_BOIS;Bayard D1;;;RUE RONSARD;PARIS 18EME ARRONDISSEMENT;NON;2019-06-03T04:00:00+02:00;;FERME DEMANDE TIERS;"{""coordinates"": [2.3439475516007633, 48.88479488390005], ""type"": ""Point""}";48.88479488390005, 2.3439475516007633
450077168;FONTAINE_BOIS;Bayard BF3;;;RUE CURIAL;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3748738669417144, 48.89564054378631], ""type"": ""Point""}";48.89564054378631, 2.3748738669417144
450077171;FONTAINE_BOIS;Bayard D1;;;PASSAGE FREQUEL;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.401393646995812, 48.85733002345356], ""type"": ""Point""}";48.85733002345356, 2.401393646995812
450077440;FONTAINE_BOIS;Ville de Paris Bois;;;CARREFOUR DES CASCADES;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.259157958431676, 48.85581033310322], ""type"": ""Point""}";48.85581033310322, 2.259157958431676
450077462;FONTAINE_BOIS;Particulier;;;PARC ANDRE CITROEN;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.276724058697018, 48.838624622744106], ""type"": ""Point""}";48.838624622744106, 2.276724058697018
450077479;FONTAINE_BOIS;Santa Cole Atlantida;;;RUE DES GRANDS MOULINS;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3791745289290285, 48.829013252067185], ""type"": ""Point""}";48.829013252067185, 2.3791745289290285
450077488;FONTAINE_BOIS;Bayard D1;;;RUE DU CINEMA;PARIS 1ER ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3450264102838325, 48.862038755498915], ""type"": ""Point""}";48.862038755498915, 2.3450264102838325
450077498;FONTAINE_BOIS;Santa Cole Atlantida;;;PASSAGE ROSE VALLAND;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3179897311034514, 48.89698600369219], ""type"": ""Point""}";48.89698600369219, 2.3179897311034514
450077511;FONTAINE_BOIS;GHM Bois;;;AVENUE DE LA CASCADE;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3857453900535397, 48.879923378333814], ""type"": ""Point""}";48.879923378333814, 2.3857453900535397
450080242;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;OUI;;;;"{""coordinates"": [2.409334718885129, 48.90400516966207], ""type"": ""Point""}";48.90400516966207, 2.409334718885129
450080994;FONTAINE_BOIS;Santa Cole Atlantida;;;RUE RENE BINET;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3379026183467135, 48.899429311671206], ""type"": ""Point""}";48.899429311671206, 2.3379026183467135
450080775;FONTAINE_BOIS;Santa Cole Atlantida;;;RUE DU PRE;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3625689243220065, 48.896873269564175], ""type"": ""Point""}";48.896873269564175, 2.3625689243220065
450080175;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;OUI;;;;"{""coordinates"": [2.381857168992107, 48.75876823337962], ""type"": ""Point""}";48.75876823337962, 2.381857168992107
450080189;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;OUI;;;;"{""coordinates"": [2.3783505768476534, 48.764101589472496], ""type"": ""Point""}";48.764101589472496, 2.3783505768476534
450080190;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;OUI;;;;"{""coordinates"": [2.3783709895159646, 48.762982351309354], ""type"": ""Point""}";48.762982351309354, 2.3783709895159646
