Identifiant;Type Objet;Modèle;N° Voie Pair;N° Voie Impair;Voie;Commune;Disponibilité;Début Indisponibilité;Fin Indisponibilité;Motif Indisponibilité;geo_shape;geo_point_2d
450071843;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;AVENUE DU GENERAL FERRIE;PARIS 7EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2974614670159723, 48.857175071596316], ""type"": ""Point""}";48.857175071596316, 2.2974614670159723
450072219;FONTAINE_BOIS;GHM Bois;;;RUE DU CHATEAU DES RENTIERS;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.369353530365025, 48.825326048487575], ""type"": ""Point""}";48.825326048487575, 2.369353530365025
450072532;FONTAINE_BOIS;Particulier;70F;;RUE D AUBERVILLIERS;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.366368808453313, 48.888509497413224], ""type"": ""Point""}";48.888509497413224, 2.366368808453313
450071926;FONTAINE_BOIS;GHM Bois;;;SQUARE ARISTIDE CAVAILLE COLL;PARIS 10EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.351918746132498, 48.87816153570551], ""type"": ""Point""}";48.87816153570551, 2.351918746132498
450072426;FONTAINE_BOIS;GHM Bois;;;PARC SAINTE PERINE;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.269169774128076, 48.84423874697873], ""type"": ""Point""}";48.84423874697873, 2.269169774128076
450072578;FONTAINE_BOIS;GHM Bois;;11F;RUE ROUVET;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.38406848838171, 48.89385219748088], ""type"": ""Point""}";48.89385219748088, 2.38406848838171
450071751;FONTAINE_BOIS;;;;SQUARE DE LA TOUR SAINT JACQUES;PARIS 4EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.349256172343251, 48.85772557490932], ""type"": ""Point""}";48.85772557490932, 2.349256172343251
450072461;FONTAINE_BOIS;GHM Bois;;32F;RUE FERNAND PELLOUTIER;PARIS 17EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.324824611623393, 48.89899583226108], ""type"": ""Point""}";48.89899583226108, 2.324824611623393
450072551;FONTAINE_BOIS;Particulier;122;;RUE DES POISSONNIERS;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3538302876910926, 48.89508407888395], ""type"": ""Point""}";48.89508407888395, 2.3538302876910926
450070525;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DE LA PORTE SAINT JAMES;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2587098415567155, 48.8772471594148], ""type"": ""Point""}";48.8772471594148, 2.2587098415567155
450077689;FONTAINE_BOIS;;;;RUE CAULAINCOURT;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3312056651773228, 48.88559080080685], ""type"": ""Point""}";48.88559080080685, 2.3312056651773228
450077692;FONTAINE_BOIS;;;;AVENUE SAINT-CHARLES;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3299710470764587, 48.88629420197063], ""type"": ""Point""}";48.88629420197063, 2.3299710470764587
450077734;FONTAINE_BOIS;;;;AVENUE DU GENERAL MICHEL BIZOT;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.398176259352027, 48.83309399118838], ""type"": ""Point""}";48.83309399118838, 2.398176259352027
450077148;FONTAINE_BOIS;Particulier;;;QUAI ANDRE CITROEN;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2734557990878352, 48.84186789248631], ""type"": ""Point""}";48.84186789248631, 2.2734557990878352
450077758;FONTAINE_BOIS;Bayard BF3;;;AVENUE EUGENE DELACROIX;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.393156707207267, 48.86260814440741], ""type"": ""Point""}";48.86260814440741, 2.393156707207267
450077166;FONTAINE_BOIS;GHM Bois;;11S;RUE FRANCIS PONGE;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3944350157904246, 48.88239691733453], ""type"": ""Point""}";48.88239691733453, 2.3944350157904246
450077467;FONTAINE_BOIS;GHM Bois;;;SQUARE PIERRE ADRIEN DALPAYRAT;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3139979882984476, 48.83848884157534], ""type"": ""Point""}";48.83848884157534, 2.3139979882984476
450080402;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;CITE INTERNATIONALE UNIVERSITAIRE DE PARIS;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3416980472807625, 48.81792308702959], ""type"": ""Point""}";48.81792308702959, 2.3416980472807625
450080249;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;OUI;;;;"{""coordinates"": [2.418879551698954, 48.908219363888506], ""type"": ""Point""}";48.908219363888506, 2.418879551698954
450080990;FONTAINE_BOIS;Particulier;;;RUE PAUL BOURGET;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3583048101083626, 48.81768969215408], ""type"": ""Point""}";48.81768969215408, 2.3583048101083626
450080296;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE BAGNEUX;BAGNEUX;OUI;;;;"{""coordinates"": [2.311401266490604, 48.80668365214555], ""type"": ""Point""}";48.80668365214555, 2.311401266490604
450019303;BORNE_FONTAINE;GHM Ville de Paris;;19;QUAI DE LA CORSE-PASQUALE PAOLI;PARIS 4EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.348125395127637, 48.85565831898219], ""type"": ""Point""}";48.85565831898219, 2.348125395127637
450019309;BORNE_FONTAINE;Murale Activation Manuelle;20;;RUE NORVINS;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.339447115516463, 48.88708521957861], ""type"": ""Point""}";48.88708521957861, 2.339447115516463
450080726;BORNE_FONTAINE;GHM Ville de Paris;;;RUE SERPOLLET;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.409955396358809, 48.86083901109622], ""type"": ""Point""}";48.86083901109622, 2.409955396358809
450081017;FONTAINE_2EN1;Mât source;92;;RUE MONTMARTRE;PARIS 2EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3440176471098164, 48.86699339607715], ""type"": ""Point""}";48.86699339607715, 2.3440176471098164
450085264;FONTAINE_2EN1;Mât source;6 FACE;;BOULEVARD DE LA BASTILLE;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.366932531051875, 48.84705983703181], ""type"": ""Point""}";48.84705983703181, 2.366932531051875
450085170;FONTAINE_2EN1;Mât source;;;RUE PREVOST PARADOL;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.308531934038833, 48.826310767740914], ""type"": ""Point""}";48.826310767740914, 2.308531934038833
450085181;FONTAINE_2EN1;Mât source;;;RUE DU DOCTEUR BOURNEVILLE;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.358321706958586, 48.818563259495996], ""type"": ""Point""}";48.818563259495996, 2.358321706958586
450085297;FONTAINE_2EN1;Brumisation haute pression;;;PLACE DES FETES;PARIS 19EME ARRONDISSEMENT;NON;2024-09-20T04:00:00+02:00;2025-05-05T04:00:00+02:00;FERMETURE HIVERNALE;"{""coordinates"": [2.39411374743322, 48.876865157287966], ""type"": ""Point""}";48.876865157287966, 2.39411374743322
450085040;FONTAINE_2EN1;Mât source;2;;RUE DU BUISSON SAINT LOUIS;PARIS 10EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.372436004598818, 48.87184682172779], ""type"": ""Point""}";48.87184682172779, 2.372436004598818
450085124;FONTAINE_2EN1;Fontaine Totem 2en1 Atelier;;221;RUE DU FAUBOURG SAINT ANTOINE;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3836741631726444, 48.8503634959515], ""type"": ""Point""}";48.8503634959515, 2.3836741631726444
450085204;FONTAINE_2EN1;Fontaine Totem 2en1 Atelier;;;BOULEVARD DE GRENELLE;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2890202752115054, 48.854364700002805], ""type"": ""Point""}";48.854364700002805, 2.2890202752115054
450071492;FONTAINE_ALBIEN;Fontaine à l'albien;;;RUE DU MOULIN DES PRES;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.35271045253488, 48.82767371906977], ""type"": ""Point""}";48.82767371906977, 2.35271045253488
450025532;FONTAINE_BOIS;Wallace Bois;;;AVENUE DE GRAVELLE;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.419160979757776, 48.82428093707708], ""type"": ""Point""}";48.82428093707708, 2.419160979757776
450025341;FONTAINE_BOIS;Wallace Bois;;;AVENUE DAUMESNIL;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4327248525164364, 48.83980572778164], ""type"": ""Point""}";48.83980572778164, 2.4327248525164364
450072515;FONTAINE_BOIS;GHM Bois;;;AVENUE DE LA PTE DE SAINT OUEN;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.331078359368952, 48.899502090354275], ""type"": ""Point""}";48.899502090354275, 2.331078359368952
450072544;FONTAINE_BOIS;Particulier;;37F;RUE BOINOD;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3523363026929096, 48.89416257245235], ""type"": ""Point""}";48.89416257245235, 2.3523363026929096
450072250;FONTAINE_BOIS;GHM Bois;;;RUE TAGORE;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3602630768611186, 48.82053212824994], ""type"": ""Point""}";48.82053212824994, 2.3602630768611186
450072538;FONTAINE_BOIS;GHM Bois;;7;RUE DE LA BONNE;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3435285823209564, 48.88811785602117], ""type"": ""Point""}";48.88811785602117, 2.3435285823209564
450071929;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;91F;QUAI DE VALMY;PARIS 10EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3633769111831544, 48.87366321720342], ""type"": ""Point""}";48.87366321720342, 2.3633769111831544
450071934;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;SQUARE SAINT LAURENT;PARIS 10EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3579555763961992, 48.874649380573665], ""type"": ""Point""}";48.874649380573665, 2.3579555763961992
450072149;FONTAINE_BOIS;GHM Bois;;;SQUARE DES JARDINIERS;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3906519120871326, 48.85210040012776], ""type"": ""Point""}";48.85210040012776, 2.3906519120871326
450072423;FONTAINE_BOIS;GHM Bois;40;;RUE JEAN DE LA FONTAINE;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2716136499678283, 48.85166407624786], ""type"": ""Point""}";48.85166407624786, 2.2716136499678283
450072427;FONTAINE_BOIS;GHM Bois;;;PLACE RODIN;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.270792828167213, 48.85313157872403], ""type"": ""Point""}";48.85313157872403, 2.270792828167213
450071909;FONTAINE_BOIS;GHM Bois;;;SQUARE ALEX BISCARRE;PARIS 9EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3368817136003406, 48.878575609824885], ""type"": ""Point""}";48.878575609824885, 2.3368817136003406
450071910;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;SQUARE MONTHOLON;PARIS 9EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.346643986615362, 48.87691233022115], ""type"": ""Point""}";48.87691233022115, 2.346643986615362
450072258;FONTAINE_BOIS;Particulier;;;RUE DU MOULINET;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.353827648696391, 48.826921641792744], ""type"": ""Point""}";48.826921641792744, 2.353827648696391
450072617;FONTAINE_BOIS;GHM Bois;;;PARC DE BELLEVILLE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3855302327281223, 48.8711202805833], ""type"": ""Point""}";48.8711202805833, 2.3855302327281223
450072404;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;JARDIN SUD DU TROCADERO;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.288739345692438, 48.86051165524459], ""type"": ""Point""}";48.86051165524459, 2.288739345692438
450072287;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PARC MONTSOURIS;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3396333015225816, 48.823787869217114], ""type"": ""Point""}";48.823787869217114, 2.3396333015225816
450072291;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;RUE DE LA CITE UNIVERSITAIRE;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.337733649585114, 48.82241183136335], ""type"": ""Point""}";48.82241183136335, 2.337733649585114
450072292;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PARC MONTSOURIS;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.336677822131896, 48.823896236776434], ""type"": ""Point""}";48.823896236776434, 2.336677822131896
450072136;FONTAINE_BOIS;Particulier;;19B;RUE DE L ORILLON;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3752831526545886, 48.87009956512224], ""type"": ""Point""}";48.87009956512224, 2.3752831526545886
450072539;FONTAINE_BOIS;GHM Bois;;;SQUARE JEHAN RICTUS;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3386301698008807, 48.88482485212241], ""type"": ""Point""}";48.88482485212241, 2.3386301698008807
450071869;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.311238623648795, 48.88035328331217], ""type"": ""Point""}";48.88035328331217, 2.311238623648795
450072639;FONTAINE_BOIS;GHM Bois;;;JARDIN DE LA GARE DE CHARONNE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.410452533551002, 48.85225434810356], ""type"": ""Point""}";48.85225434810356, 2.410452533551002
450070459;FONTAINE_BOIS;Ville de Paris Bois;;;ALLEE DE L ESPERANCE;PARIS 16EME ARRONDISSEMENT;NON;2023-03-22T02:00:00+01:00;;APP A REPARER;"{""coordinates"": [2.2378477620573807, 48.85096692496152], ""type"": ""Point""}";48.85096692496152, 2.2378477620573807
450071880;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;PARC MONCEAU;PARIS 8EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3071862484473633, 48.87839209746529], ""type"": ""Point""}";48.87839209746529, 2.3071862484473633
450071918;FONTAINE_BOIS;GHM Bois;;;SQUARE ALBAN SATRAGNE;PARIS 10EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3549439732844992, 48.875633786395625], ""type"": ""Point""}";48.875633786395625, 2.3549439732844992
450077670;FONTAINE_BOIS;Wallace Bois;;;ROUTE DU GRAND MARECHAL;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4564198628773166, 48.8412946032443], ""type"": ""Point""}";48.8412946032443, 2.4564198628773166
450077677;FONTAINE_BOIS;;;;AVENUE CENTRALE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4004442129784187, 48.8752405404582], ""type"": ""Point""}";48.8752405404582, 2.4004442129784187
450077691;FONTAINE_BOIS;Contemporaine;;;RUE CAULAINCOURT;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3317403993040466, 48.886367896715306], ""type"": ""Point""}";48.886367896715306, 2.3317403993040466
450077436;FONTAINE_BOIS;GHM Bois;;;SQUARE DE LA PHOTO HIPPIQUE;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2610750006189666, 48.86733707274687], ""type"": ""Point""}";48.86733707274687, 2.2610750006189666
450077496;FONTAINE_BOIS;Santa Cole Atlantida;;;ALLEE COLETTE HEILBRONNER;PARIS 17EME ARRONDISSEMENT;NON;2024-04-05T04:00:00+02:00;;APP SANS EAU;"{""coordinates"": [2.311840896860082, 48.89287328314318], ""type"": ""Point""}";48.89287328314318, 2.311840896860082
450077516;FONTAINE_BOIS;GHM Bois;;;AVENUE DES MARNES;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.37881616834712, 48.878965852121674], ""type"": ""Point""}";48.878965852121674, 2.37881616834712
450080156;FONTAINE_BOIS;Santa Cole Atlantida;;7;QUAI DU LOT;PARIS 19EME ARRONDISSEMENT;NON;2023-10-31T02:00:00+01:00;;APP SIGNALE;"{""coordinates"": [2.381360971206224, 48.89959613729076], ""type"": ""Point""}";48.89959613729076, 2.381360971206224
450080246;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE PANTIN-BOBIGNY;PANTIN;OUI;;;;"{""coordinates"": [2.4026054076720436, 48.90709314883938], ""type"": ""Point""}";48.90709314883938, 2.4026054076720436
450080727;FONTAINE_BOIS;GHM Bois;12;;RUE JOLIVET;PARIS 14EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3235232173778844, 48.84096523130698], ""type"": ""Point""}";48.84096523130698, 2.3235232173778844
450080729;FONTAINE_BOIS;Santa Cole Atlantida;26;;RUE LOUIS DELAPORTE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.413703176653234, 48.847763819122854], ""type"": ""Point""}";48.847763819122854, 2.413703176653234
450080674;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;48T;;RUE SAINT FARGEAU;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.405532103273849, 48.87188142889551], ""type"": ""Point""}";48.87188142889551, 2.405532103273849
450080179;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE THIAIS;THIAIS;OUI;;;;"{""coordinates"": [2.377983769724578, 48.7620084638931], ""type"": ""Point""}";48.7620084638931, 2.377983769724578
450080226;FONTAINE_BOIS;;;;CIMETIERE PARISIEN DE SAINT-OUEN;SAINT-OUEN;OUI;;;;"{""coordinates"": [2.3469679061192923, 48.907077084035706], ""type"": ""Point""}";48.907077084035706, 2.3469679061192923
450084740;FONTAINE_BOIS;Particulier;34;;RUE DES TECHNIQUES;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2850695829249994, 48.833603339469995], ""type"": ""Point""}";48.833603339469995, 2.2850695829249994
450071263;FONTAINE_TOTEM;Fontaine Totem sur Brcht;2T;;VOIE GEORGES POMPIDOU;PARIS 4EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.345531004786528, 48.857437651913536], ""type"": ""Point""}";48.857437651913536, 2.345531004786528
450019333;FONTNE_WALLACE;Caryatides;122F;;AVENUE DAUMESNIL;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3861144131042353, 48.842260647598636], ""type"": ""Point""}";48.842260647598636, 2.3861144131042353
450019342;FONTNE_WALLACE;Brumisante;;1F;RUE DES ENVIERGES;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.385880494006863, 48.87142330631141], ""type"": ""Point""}";48.87142330631141, 2.385880494006863
450019289;FONTNE_WALLACE;Brumisante;143;;RUE DE LA ROQUETTE;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.385322417888518, 48.859043211538854], ""type"": ""Point""}";48.859043211538854, 2.385322417888518
450024976;FONTNE_WALLACE;Caryatides;14;;RUE DES FRERES MORANE;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.29143017339468, 48.841551659960714], ""type"": ""Point""}";48.841551659960714, 2.29143017339468
450024950;FONTNE_WALLACE;Brumisante;154F;;RUE PECLET;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.299710203689517, 48.84121083950075], ""type"": ""Point""}";48.84121083950075, 2.299710203689517
450019324;FONTNE_WALLACE;Brumisante;;9;ALLEE DES JUSTES DE FRANCE;PARIS 4EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3559490019874785, 48.85511279053714], ""type"": ""Point""}";48.85511279053714, 2.3559490019874785
450019340;FONTNE_WALLACE;Brumisante;;19F;BOULEVARD SERURIER;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4052882660802366, 48.877788908973365], ""type"": ""Point""}";48.877788908973365, 2.4052882660802366
450071238;FTNE_POING_EAU;Fontaine Poing d'Eau;74;;BOULEVARD DAVOUT;PARIS 20EME ARRONDISSEMENT;NON;2023-12-20T02:00:00+01:00;;APP SANS EAU;"{""coordinates"": [2.410778593697449, 48.853917075708694], ""type"": ""Point""}";48.853917075708694, 2.410778593697449
450024986;BORNE_FONTAINE;BF Bayard;;19;PLACE DU COMMERCE;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2935811244640147, 48.844957149553984], ""type"": ""Point""}";48.844957149553984, 2.2935811244640147
450080522;BORNE_FONTAINE;GHM Ville de Paris;;5;RUE BLANCHARD;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.4105203655563687, 48.85763785958435], ""type"": ""Point""}";48.85763785958435, 2.4105203655563687
450071295;FONTAINE_2EN1;Fontaine Totem 2en1 sur Brcht;;;QUAI DES CELESTINS;PARIS 4EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3607031741650353, 48.85207523868118], ""type"": ""Point""}";48.85207523868118, 2.3607031741650353
450085137;FONTAINE_2EN1;Fontaine Totem 2en1 Atelier;;9;BOULEVARD DES ITALIENS;PARIS 2EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.338713937777102, 48.8716514011251], ""type"": ""Point""}";48.8716514011251, 2.338713937777102
450085268;FONTAINE_2EN1;Mât source;24;;AVENUE DE FLANDRE;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.38377252004605, 48.895757740673986], ""type"": ""Point""}";48.895757740673986, 2.38377252004605
450085237;FONTAINE_2EN1;Mât source;;;PLACE DU CARDINAL LAVIGERIE;PARIS 12EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.404310099951246, 48.83225301532365], ""type"": ""Point""}";48.83225301532365, 2.404310099951246
450085213;FONTAINE_2EN1;Fontaine Totem 2en1 Atelier;;37 bis;PONT ALEXANDRE III;PARIS 7EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.314413435873323, 48.86277853789864], ""type"": ""Point""}";48.86277853789864, 2.314413435873323
450085205;FONTAINE_2EN1;Fontaine Totem 2en1 Atelier;;;ALLEE THOMY THIERRY;PARIS 7EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.294020936505935, 48.85693272672835], ""type"": ""Point""}";48.85693272672835, 2.294020936505935
450072983;FONTAINE_ARCEAU;Fontaine Arceau;;;PLACE FELIX EBOUE;PARIS 12EME ARRONDISSEMENT;NON;2024-07-12T04:00:00+02:00;;APP A RENOUVELER;"{""coordinates"": [2.394950933604463, 48.840063263659], ""type"": ""Point""}";48.840063263659, 2.394950933604463
450073322;FONTAINE_ARCEAU;Fontaine Arceau;;39;RUE GASTON TESSIER;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3739455668258347, 48.896009270819576], ""type"": ""Point""}";48.896009270819576, 2.3739455668258347
450077761;FONTAINE_ARCEAU;Fontaine Arceau;;FACE 75;BOULEVARD SERURIER;PARIS 19EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.400894560061455, 48.87912029000729], ""type"": ""Point""}";48.87912029000729, 2.400894560061455
450080386;FONTAINE_ARCEAU;Fontaine Arceau;;F11;RUE DU BUIS;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.267510075544605, 48.8474259109252], ""type"": ""Point""}";48.8474259109252, 2.267510075544605
450024982;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;;;ALLEE ADRIENNE LECOUVREUR;PARIS 7EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2993880439795755, 48.856207979843674], ""type"": ""Point""}";48.856207979843674, 2.2993880439795755
450072599;FONTAINE_BOIS;Particulier;;55F;RUE DU TELEGRAPHE;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3993839514347157, 48.87529703199001], ""type"": ""Point""}";48.87529703199001, 2.3993839514347157
450070520;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DE L ETOILE;PARIS 16EME ARRONDISSEMENT;NON;2023-03-28T04:00:00+02:00;;APP SANS EAU;"{""coordinates"": [2.266512064432454, 48.87341331034519], ""type"": ""Point""}";48.87341331034519, 2.266512064432454
450072347;FONTAINE_BOIS;Particulier;;41;RUE LA QUINTINIE;PARIS 15EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.304252486367978, 48.837270251707274], ""type"": ""Point""}";48.837270251707274, 2.304252486367978
450072589;FONTAINE_BOIS;GHM Bois;134F;;RUE DE MENILMONTANT;PARIS 20EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.396355011316698, 48.87035744081026], ""type"": ""Point""}";48.87035744081026, 2.396355011316698
450072242;FONTAINE_BOIS;GHM Bois;;;SQUARE HELOISE ET ABELARD;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.369797259417765, 48.831043561404734], ""type"": ""Point""}";48.831043561404734, 2.369797259417765
450072528;FONTAINE_BOIS;Particulier;26F;;RUE D AUBERVILLIERS;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.365269359867474, 48.885862112919206], ""type"": ""Point""}";48.885862112919206, 2.365269359867474
450072529;FONTAINE_BOIS;Particulier;40F;;RUE D AUBERVILLIERS;PARIS 18EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.365933328320708, 48.88607499222949], ""type"": ""Point""}";48.88607499222949, 2.365933328320708
450072229;FONTAINE_BOIS;Particulier;;43;RUE GANDON;PARIS 13EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3630063621526, 48.820575765955205], ""type"": ""Point""}";48.820575765955205, 2.3630063621526
450070529;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DES MOULINS;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2399851567924967, 48.867049102834805], ""type"": ""Point""}";48.867049102834805, 2.2399851567924967
450070530;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DE SURESNES;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2539536817184302, 48.86636660675652], ""type"": ""Point""}";48.86636660675652, 2.2539536817184302
450070535;FONTAINE_BOIS;Ville de Paris Bois;;;ROUTE DE L ETOILE;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.268367113289392, 48.87321132739735], ""type"": ""Point""}";48.87321132739735, 2.268367113289392
450072157;FONTAINE_BOIS;GHM Bois;;143;RUE DE LA ROQUETTE;PARIS 11EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.3844668361171686, 48.8599239212106], ""type"": ""Point""}";48.8599239212106, 2.3844668361171686
450072422;FONTAINE_BOIS;Fontaine des Bois, Parcs et Jardins;6 FACE;;SQUARE LAMARTINE;PARIS 16EME ARRONDISSEMENT;OUI;;;;"{""coordinates"": [2.2748667118271904, 48.86454128117091], ""type"": ""Point""}";48.86454128117091, 2.2748667118271904
